Station_Name,Code,Latitude,Longitude
BHARWASUMERPUR,BSZ,25.826649,80.168443
BISHNATHGANJ,BTJ,25.801533,81.935053
BHARATKUP,BTKP,25.21574,80.771532
BETHAMPURDI,BTPD,17.54291,80.570498
BASTA,BTS,21.702876,87.063769
BETHUADAHARI,BTY,23.611325,88.384494
BHUTAKIABHIMSA,BUBR,23.533682,70.887077
BURHAR,BUH,23.212924,81.5281
BABUPETH,BUPH,19.923062,79.31248
BAYTU,BUT,25.897309,71.768467
BHADBHADAGHAT,BVB,23.374801,77.535509
BISWAN,BVN,27.489226,80.990746
BHIMAVARAM TOWN,BVRT,16.547519,81.519014
BHINWALIYA,BWA,25.559669,73.492524
BUTEWALA,BWF,31.080678,74.897639
BAWAL,BWL,28.070068,76.572177
BHARATWADA,BWRA,21.231267,79.016697
BALOD,BXA,20.740806,81.205202
BELRAYAN,BXM,28.379314,80.915961
BYCULLA,BY,18.975942,72.832784
BELHA,BYL,21.961639,82.076926
BAIYYAPPANAHALI,BYPL,12.990874,77.651554
BHAINI KHURD,BZK,29.751994,76.955776
BARSOLA,BZO,29.394688,76.232315
BARARA,RAA,30.212964,77.037905
BINAIKI,VNK,22.72021,79.902711
BISHNUPUR,VSU,23.064968,87.301303
BAGAHA,BUG,27.130226,84.067336
BAKTHIYARPUR,BKP,25.455888,85.532252
BALLIA,BUI,25.760552,84.153121
BANDIKUI JUNCTION,BKI,27.039327,76.566678
BANGARAPET,BWY,12.985113,78.178729
BARABANKI JUNCTION,BBK,26.935366,81.181172
BARDDHAMAN JUNCTION,BWN,23.249139,87.870529
BARKAKANA,BRKA,23.624137,85.470097
BARWADIH,BRWD,23.843864,84.119006
BEAS,BEAS,31.52002,75.291231
BETTIAH,BTH,26.805361,84.522368
BHAGALPUR,BGP,25.24225,86.977165
BHATKAL,BTKL,13.989313,74.566008
BHIMAVARAM JUNCTION,BVRM,16.542377,81.539429
BHOJIPURA,BPR,28.494493,79.44765
BHUSAVAL,BSL,21.046936,75.788358
BILASPUR JUNCTION,BSP,22.057323,82.167513
BITRAGUNTA,BTTR,14.768554,79.983405
BORIVALI,BVI,19.222119,72.855338
BURHANPUR,BAU,21.334612,76.198915
BABINA,BAB,25.237913,78.451392
BHABHAR,BAH,24.065088,71.615549
BUDALUR,BAL,10.783209,78.981748
BERHAMPUR,BAM,19.296241,84.797099
BANMOR,BAO,26.355437,78.098791
BARAL,BARL,28.494502,77.809861
BALWARA,BAWA,25.502804,72.554319
BHADBHUNJA,BBAI,21.16292,73.665789
BARIBRAHMAN,BBMN,32.639095,74.916377
BARBATPUR,BBTR,22.196731,77.920403
BACHWARA JUNCTION,BCA,25.581398,85.90023
BALICHAK,BCK,22.357748,87.553353
BHACHAUBG,BCOB,23.304192,70.350318
BHUCHCHU,BCU,23.304217,70.350281
BADODAR,BDDR,21.339956,70.274662
BADHAL,BDHL,27.251983,75.451789
BODINAYAKKANUR,BDNK,10.02083,77.346547
BHADRAVATI,BDVT,13.842429,75.702782
BIRADHWAL,BDWL,29.174913,73.897006
BIHIYA,BEA,25.558761,84.448877
BAGDIHI,BEH,21.951173,84.186405
BIROHE,BEO,25.17215,82.45736
BERO,BERO,23.548188,86.726439
BORHAT,BFD,27.163951,95.277047
BHESANA,BFY,23.498325,72.330886
BAGBAHRA,BGBR,21.046102,82.383931
BHAGAT KI KOTHI,BGKT,26.252995,73.014484
BHONGAON,BGQ,27.258788,79.165524
BAGRATAWA,BGTA,22.631099,77.994129
BEGDEWADI,BGW,18.700724,73.708946
BADLI,BHD,28.746377,77.137136
BHEJA,BHJA,18.47301,82.685433
BHULANPUR,BHLP,25.2876,82.957122
BHATTU,BHT,29.386761,75.33949
BHITONI,BHTN,23.142656,79.673862
BHOMA,BHV,22.171241,79.689374
BIHARA,BHZ,24.952912,92.644269
BIDAR,BIDR,17.911666,77.515647
BIJOOR,BIJR,13.82269,74.64254
BHIMAL,BIML,24.752619,73.922449
BANSIPAHARPUR,BIQ,26.934869,77.481955
BIJROTHA,BJA,24.94662,78.420874
BIJAULI,BJI,25.376325,78.51731
BAIJNATH MANDIR HALT,BJMR,32.045478,76.64414
BAGHORA,BJQ,24.136102,78.260705
BARKHERA,BKA,22.917542,77.649843
BAKHRI,BKHR,25.499328,87.335482
BHAKTINAGAR,BKNG,22.28179,70.792695
BAIKUNTH,BKTH,21.497507,81.780088
BHILAD,BLD,20.275804,72.887803
BALANGIR,BLGR,20.687596,83.494033
BALLI,BLLI,25.760484,84.153076
BOLINNADOABA,BLND,31.34225,75.656576
BALRAMPUR,BLP,27.415624,82.160736
BALOTRA JUNCTION,BLT,25.830285,72.248521
BAMRA,BMB,22.051752,84.291341
BASMAT,BMF,19.333007,77.151301
BAMANHERI,BMHR,29.514659,77.706298
BAMLA,BMLL,28.825503,76.144046
BADAMPAHAR,BMPR,22.088555,86.112143
BHIMASAR,BMSR,23.186378,70.17502
BIBINAGAR,BB,17.47107,78.794582
BOHANI,BNE,22.913271,78.915672
BARAGAON,BNM,26.755835,81.847495
BHARTHANA,BNT,26.750727,79.217133
BOBAS,BOBS,26.90573,75.498355
BHOJO,BOJ,27.063447,95.032331
BOISAR,BOR,19.797601,72.761716
BORAWAR,BOW,27.028605,74.669842
BERHAMPORECRT,BPC,24.089383,88.263964
BARPETA ROAD,BPRD,26.502358,90.964814
BAZPUR,BPZ,29.158102,79.146462
BOMMIDI,BQI,11.984332,78.245801
BAKHLETA,BQQ,23.875488,80.064212
BIRSOLA,BRA,21.598822,80.207163
BHERAGHAT,BRGT,23.169976,79.797896
BAHRAICH,BRK,27.581907,81.607874
BARHAN,BRN,27.329349,78.191802
BARAKAR,BRR,23.741502,86.819833
BHAIROGANJ,BRU,27.151892,84.242474
BARETA,BRZ,29.859506,75.692525
BASUGAON,BSGN,26.460363,90.420569
BANASANDRA,BSN,13.26574,76.659089
BARSITAKLI,BSQ,20.576014,77.060916
BARASAT,BT,22.724448,88.484321
BANKATA,BTK,26.266061,84.094727
BORTALAO,BTL,21.217976,80.626116
BHATPUR,BTPR,22.138204,73.647566
BAITARANI ROAD,BTV,20.987449,86.235779
BASWA,BU,27.150398,76.57545
BADLAPUR,BUD,19.1667,73.239661
BHALULATA,BUL,22.266575,85.060264
BARGI,BUQ,22.995642,79.874773
BHANDAK,BUX,20.084599,79.112916
BALLABGARH,BVH,28.340194,77.312384
BHAVANINAGAR,BVNR,17.200611,74.252694
BHIVPURI ROAD,BVS,18.970001,73.331511
BHADAURA,BWH,24.786854,77.411776
BHAWANIMANDI,BWM,24.419662,75.830069
BADWASI,BWS,27.310664,73.664016
BARSUAN,BXF,21.847428,85.119854
BARPATHAR,BXP,26.274493,93.899459
BELLARY CANT.,BYC,15.150667,76.895104
BANAHI,BYN,25.561387,84.390173
BHAYANDAR,BYR,19.311457,72.852615
BAZARSAU,BZLE,23.875782,88.182886
BISRA,BZR,22.24795,84.998176
CHAKKI BANK,CHKB,32.259374,75.636297
CHAMPA,CPH,22.034491,82.665101
CHANDRAPUR,CD,19.959867,79.300216
CHENNAI EGMORE,MS,13.078621,80.261326
CHIPLUN,CHI,17.542171,73.522106
CHITTAURGARH,COR,24.874776,74.624158
CHURU,CUR,28.288831,74.966732
CUDDAPAH,HX,14.451657,78.829252
CHAKRAJMAL,CAJ,29.249711,78.536044
COIMBATORE,CBEE,10.996415,76.966855
CLUTTERBUCKGANJ,CBJ,28.396535,79.371665
CHIKBALLAPUR,CBP,13.431532,77.732852
CHINCHVAD,CCH,18.639464,73.791806
CHANDANCHAUKI,CDC,28.54504,80.770086
CHANDLODIYA,CDLD,23.075458,72.544203
CHHANDRAULI,CDRL,26.699536,81.230992
CHEBROL,CEL,16.819875,81.396169
CHANDRAGIRI,CGI,13.611808,79.312102
CHANGANASSERY,CGY,9.450649,76.547216
CHAKARBHATHA,CHBT,22.002951,82.111815
CHAVALKHEDE,CHLK,21.024845,75.352101
CHHAPI,CHP,24.035128,72.400437
COCHINHRBRTMS,CHTS,9.960545,76.267539
CHILBILA JUNCTION,CIL,25.947004,82.004098
CHHATNA,CJN,23.305074,86.975496
CHAUTH KA BARWARA,CKB,26.050952,76.148717
CHALAKUDI,CKI,10.301904,76.32188
CHIKODI ROAD,CKR,16.368857,74.7693
CHILKA,CLKA,19.686294,85.179533
CHILAKALAPUDI,CLU,16.20258,81.162109
CHIMIDIPALLI,CMDP,18.262233,83.076702
CHIMAPAHAD,CMW,17.516119,80.464011
CHANDERIYA,CNA,24.939458,74.629996
CHANDRANATHPUR,CNE,24.963324,92.689536
CHANDAWAL,CNL,25.946767,73.868904
CONTAI ROAD,CNT,22.071562,87.336704
CHHOTAGUDHA,COD,27.306546,75.589053
CUDDALORE JUNCTION,COT,11.715023,79.766319
CHANDIPOSI,CPE,22.064522,84.909198
CHIPURUPALLE,CPP,18.316712,83.570142
CHAUSA,CSA,25.499027,83.896846
COSSIMBAZAR,CSZ,24.122256,88.266937
CHITGIDDA,CTF,17.393915,77.973167
CHITAL,CTL,21.745549,71.217964
CHITRAWAD,CTRD,21.101027,70.556944
CHITYALA,CTYL,17.222381,79.134858
CHONDI,CWI,18.72682,72.881967
CHAKRADHARPUR,CKP,22.676253,85.624326
CHANDAUSI,CH,28.459335,78.78037
CHANDRAPURA,CRP,23.755732,86.119741
CHENGALPATTU JUNCTION,CGL,12.695021,79.981399
CHHAPRA,CPR,25.788435,84.724714
CHIRALA,CLX,15.832306,80.354419
CHITTOOR,CTO,13.219433,79.103533
COIMBATORE JUNCTION,CBE,10.996468,76.966842
CUTTACK,CTC,20.466018,85.901406
CHANDAFORT,CAF,19.940473,79.312466
CHAMUA,CAMU,27.13882,84.399669
COIMBATORENRTH,CBF,11.021006,76.954397
CHACHAURABNGJ,CBK,24.177608,77.015955
CHAIBASA,CBSA,22.559449,85.811845
CHAURICHAURA,CC,26.644735,83.587325
CHINNEKUNTAPALI,CCI,14.443491,77.844994
CHANDRAKONA ROAD,CDGR,22.738823,87.340865
CHANDAULIMJHWR,CDMR,25.273446,83.18354
CHANDISAR,CDS,24.206322,72.312437
CHIHERU,CEU,31.262925,75.706737
CHIRGAON,CGN,25.57446,78.805894
CHAWAPALL,CHA,30.785092,76.080447
CHACHER,CHCR,21.242002,79.355317
CHATA,CHJ,27.712045,77.502919
CHALTHAN,CHM,21.157619,72.95621
CHHARRA,CHRA,23.402686,86.454062
CHITALI,CIT,19.691284,74.623622
CHAMARAJ,CJR,22.737161,71.560636
CHARKHIDADRI,CKD,28.600668,76.279703
CHAKARPUR,CKK,28.964163,80.013295
CHAKSU,CKS,26.592921,75.910631
CHILUVUR,CLVR,16.380015,80.6172
CHAMARAJAPURAM,CMJ,12.298347,76.637789
CHAMAGRAM,CMX,24.822263,87.963567
CHINCHLI,CNC,16.565907,74.853412
CHIANKI,CNF,23.980606,84.108617
CHAINPUR,CNPR,23.729962,85.583224
CHITROD,COE,23.436002,70.665336
CHAKARLAPALLI,CPL,13.997641,77.582935
CHANDSIAU,CPS,29.132764,78.276597
CHORAL,CRL,22.450062,75.945286
CHARAUD,CRW,29.022101,75.652342
CHANNASANDRA,CSDR,13.011687,77.663317
CHITTAPUR,CT,17.11969,77.090482
CHIKALTHAN,CTH,19.872764,75.537994
CHATTRIPUT,CTS,18.923358,82.59034
CHAGALLU,CU,16.964696,81.690423
CHAURA,CUX,24.95154,86.267715
CHORVAD ROAD,CVR,21.055166,70.290395
CHERIYANAD,CYN,9.273462,76.585025
CANACONA,CNO,15.007168,74.039295
CHALISGAON,CSN,20.463674,74.998906
CHANDIGARH,CDG,30.701856,76.821899
CHAPARMUKH,CPK,26.202908,92.51221
CHENGANNUR,CNGR,9.319403,76.608189
CHIDAMBARAM,CDM,11.391505,79.703361
CHITRAKOOTDHAM KARVI,CKTD,25.217422,80.922492
CHOPAN,CPU,24.514299,83.026208
COONOOR,ONR,11.344204,76.791807
CHHABRAGUGOR,CAG,24.680192,76.851081
CHATRAPUR,CAP,19.359155,84.973524
CHARBHUJA ROAD,CBG,25.301741,73.921026
CUMBUM,CBM,15.592761,79.11126
CHARBATIA,CBT,20.569311,85.911471
CHIGICHERLA,CCA,14.518601,77.683347
CHAKDAHA,CDH,23.078836,88.529827
CHANDPARA,CDP,22.960962,88.785074
CHHIDGAON,CGO,22.406843,77.314071
CHABUA,CHB,27.480948,95.171819
CHANDIA ROAD,CHD,23.645517,80.701532
CHALLAKERE,CHKE,14.31525,76.66003
CHHINA,CHN,31.902363,75.27221
CHIRMIRI,CHRM,23.189788,82.349889
CHARVATTUR,CHV,12.213812,75.154834
CHHAJLI,CJL,30.043114,75.812696
CHARAMULAKUSUM,CJS,19.016043,82.415834
CHAKDAYALA,CKDL,32.479393,75.305222
CHIKNI ROAD,CKNI,20.326096,78.959408
CHAKULIA,CKU,22.478463,86.721364
CHALALA,CLC,21.415034,71.161633
CHALGERI,CLI,14.561562,75.735714
CHILO,CLO,27.444592,73.525317
CINNAMARA,CMA,26.706487,94.239464
CHAMARAJANAGAR,CMNR,11.934857,76.932672
CHINTAMANI,CMY,13.411182,78.053867
CHANDUR,CND,20.803906,77.982343
CHAUNRAH,CNH,26.165472,79.782637
CHANDAR,CNR,15.264771,74.047913
CHOMUNSAMOD,COM,27.158071,75.702447
CHINCHPADA,CPD,21.190636,73.919274
CHINPAL,CPLE,23.826491,87.434169
CHANNAPATNA,CPT,12.659297,77.203387
CHAREGAON,CRN,22.042186,80.14028
CHIRAWA,CRWA,28.223444,75.650672
CHITRADURG,CTA,14.230943,76.38593
CHITAHRA,CTHR,24.870866,80.838231
CHITRASANI,CTT,24.264383,72.48598
CAVALRYBARRCKS,CVB,17.495284,78.518973
CHAINWA,CW,26.021774,84.496525
CHARNI ROAD,CYR,18.951659,72.818471
CHAKIA,CAA,26.417931,85.046729
CHALSA,CLD,26.882282,88.798297
CHANDIL,CNI,22.955341,86.070482
CHATRAPATI SAHU,CSMT,16.702454,74.237923
CHENNAI CENTRAL,MAS,13.08485,80.274907
CHIKJAJUR,JRU,14.126255,76.138619
CHITTARANJAN,CRJ,23.857366,86.878248
CHUNAR,CAR,25.103438,82.875187
CUDDALORE PORT,CUPJ,11.715002,79.76631
CHANPATIA,CAI,26.941516,84.530745
CHHANSARA,CASA,23.767434,71.275378
CHAUBE,CBH,24.236993,85.815703
CHITBARAGAON,CBN,25.744532,84.002116
CBABUSAMUDRAM,CBU,11.919759,79.686659
CHURCHGATE,CCG,18.934648,72.827258
CHUDA,CDA,22.495172,71.750169
CHODIALA,CDL,29.895541,77.737841
CHADOTAR,CDQ,24.184403,72.372916
CHHARODI,CE,23.039688,72.274476
CHOLANG,CGH,31.618054,75.640335
CHANDANNAGAR,CGR,22.867019,88.354051
CHAUREBAZAR,CHBR,26.469889,82.119117
CHAUKHANDI,CHH,25.339624,82.834985
CHOLA,CHL,28.31248,77.729395
CHANNANI,CHNN,26.468326,75.923079
CHANETI,CHTI,28.309144,79.429218
CHHAPRAKACHERI,CI,25.786276,84.746732
CHINNAGANJAM,CJM,15.689606,80.236622
CHAJAWA,CJW,25.009419,76.581136
CHOKISORATH,CKE,21.664004,70.529329
CHAKROD,CKOD,23.353099,76.779764
CHAKUR,CKX,18.487716,76.884362
CHANDLODIYA,CDLD,23.075458,72.544203
COLONELGANJ,CLJ,27.137662,81.694161
CASTLEROCK,CLR,15.398191,74.33474
CHEMANCHERI,CMC,11.405701,75.719248
CHAUMAHLA,CMU,23.948628,75.601336
CHALAMA,CMZ,15.422774,78.695636
CHANDIMANDIR,CNDM,30.727154,76.887044
CHANDOK,CNK,29.577119,78.152959
CHUCHURA,CNS,22.889803,88.36963
COOCHBEHAR,COB,26.318741,89.456313
CHHOTIODAI,COO,26.558805,76.805556
CHHIPADOHAR,CPDR,23.813894,84.20311
CHAMPANERRD JUNCTION,CPN,22.541425,73.393027
CHARKHARI ROAD,CRC,25.30764,79.746534
CHIRAYINKIL,CRY,8.659624,76.785303
CANSAULIM,CSM,15.344919,73.89746
CHATRA,CTR,24.372621,87.848983
CHURK,CUK,24.649891,83.103488
CHAVAJ,CVJ,21.752378,73.00996
CHHINDWARA JUNCTION,CWA,22.057955,78.952801
DAHOD,DHD,22.843936,74.253661
DANAPUR,DNR,25.582182,85.044991
DEHRADUN,DDN,30.313867,78.03343
DELHI CANTT,DEC,28.612819,77.115799
DEVLALI,DVL,19.896872,73.837102
DHARMAPURI,DPJ,12.126229,78.154119
DHAULPUR,DHO,26.697437,77.905821
DHURI,DUI,30.373245,75.866999
DINDIGUL JUNCTION,DG,10.353909,77.985644
DURG,DURG,21.200027,81.291413
DHABAN,DABN,19.430658,77.155645
DALIGANJ,DAL,26.875933,80.927855
DAGMAGPUR,DAP,25.098429,82.800714
DHARI JUNCTION,DARI,21.32681,71.027579
DELHI AZADPUR,DAZ,28.702869,77.177355
DEOBAND,DBD,29.679785,77.670634
DABKA,DBKA,21.361463,76.72095
DABHODA,DBO,23.165939,72.745433
DABILPUR,DBV,17.674825,78.470877
DAMALCHERUVU,DCU,13.478768,79.056392
DONDAICHA,DDE,21.331544,74.562985
DAMDIM,DDM,26.858725,88.671286
DUDWA,DDW,28.507782,80.672371
DEORAKOT,DELO,26.754415,81.906411
DADRI,DER,28.538141,77.537768
DEOGAN ROAD,DFR,20.554959,83.429981
DUNGRI,DGI,20.687049,72.949196
DHENGLI PIMPALGAON,DGPP,19.39339,76.497652
DHODAKHEDI,DHKR,30.018524,76.842465
DHANALA,DHNL,23.009206,71.084058
DHIRGANJ,DHRJ,25.745429,81.923895
DIBAI,DIB,28.19369,78.303416
DILAWARNAGAR,DIL,26.960117,80.66728
DIVA,DIVA,19.189211,73.043122
DHORAJI,DJI,21.722029,70.444397
DANKUNI,DKAE,22.67851,88.29083
DOKWA,DKWA,28.58008,75.323263
DAULATABAD,DLB,19.916609,75.210491
DALKOLHA,DLK,25.87369,87.839169
DALELNAGAR,DLQ,27.118816,80.419695
DAMODAR JUNCTION,DMA,23.651119,86.908527
DOMINGARH,DMG,26.764857,83.341693
DHARMPURHMCHL,DMP,30.900015,77.023982
DALMAU JUNCTION,DMW,26.075403,81.053946
DHONDI,DNDI,19.086666,76.743845
DHANAKYA,DNK,26.91832,75.605623
DINANAGAR,DNN,32.13452,75.467339
DONKINAVALASA,DNV,18.469453,83.351596
DORAHA,DOA,30.804114,76.043349
DONIGAL,DOG,12.904381,75.734498
DHOLI,DOL,25.976468,85.564901
DARLIPUT,DPC,18.350788,82.706718
DIPHU,DPU,25.836784,93.438113
DHALAIBIL,DQL,25.836784,93.438113
DHARHARA,DRH,25.258106,86.411853
DHAREWADA,DRW,23.966877,72.38074
DESWAL,DSL,26.852254,73.884276
DESHNOK,DSO,27.790301,73.339612
DETROJ,DTJ,23.337784,72.181867
DHAURA,DUA,24.449699,78.321821
DUBRAJPUR,DUJ,23.802996,87.378525
DULRASAR,DUS,28.300026,74.510617
DUVVADA,DVD,17.703885,83.151802
DAILWARA,DWA,24.778192,78.392975
DWARKAGANJ,DWJ,26.327816,82.108768
DIWANKHAVATI,DWV,17.85521,73.418486
DHARANGAON,DXG,21.006297,75.286022
DIGSAR,DXR,22.713322,71.501661
DARYAPUR,DYP,26.182486,81.248336
DALGAON,DLO,26.714755,89.136947
DARBHANGA,DBG,26.157826,85.907149
DEHRI ON SONE,DOS,24.915319,84.185568
DELHI SARAI ROHILLA,DEE,28.666284,77.185453
DHAMANGAON,DMN,20.784784,78.138109
DHARMAVARAM,DMM,14.425703,77.7177
DHOLA,DLJ,21.823108,71.738672
DIBRUGARH TOWN,DBRT,27.465404,94.937224
DONGARGARH,DGG,21.186172,80.760062
DURGAPUR,DGR,23.49694,87.317591
DEVARGUDDA,DAD,14.668045,75.575463
DHAMORA,DAM,28.695406,79.097171
DAPODI,DAPD,18.581762,73.832692
DAGRU,DAU,30.835514,75.046552
DABHOI JUNCTION,DB,22.137804,73.41534
DEVBALODACHRDA,DBEC,21.224022,81.475503
DODBELE,DBL,13.216927,77.3516
DEBIPUR,DBP,23.143912,88.156632
DURAUNDHA JUNCTION,DDA,26.087467,84.459454
DUMDUM,DDJ,22.621102,88.393199
DAUDPUR,DDP,25.9071,84.59085
DUDWINDI,DDY,31.241215,75.266184
DELANG,DEG,20.038394,85.766737
DEMU,DEMU,23.699983,84.522064
DESARI,DES,25.667813,85.41005
DIGHWARA,DGA,25.74424,85.005637
DUNGAR JUNCTION,DGJ,21.072827,71.565388
DUGDOL,DGQ,24.610503,72.079997
DHEENA,DHA,25.354148,83.422748
DADHALINAM,DHM,21.635589,73.060774
DICHPALLI,DHP,18.613936,78.195144
DHIRERA,DHRR,28.361458,73.600495
DHARIWAL,DHW,31.949431,75.321747
DAHISAR,DIC,19.250026,72.859396
DING,DING,29.461141,75.260507
DHANAPURORISSA,DIR,18.943228,82.515721
DHILWAN,DIW,31.500922,75.329976
DAHARKABALAJI,DKBJ,26.944261,75.76596
DOIKALLU,DKLU,19.741561,83.485254
DAREKASA,DKS,21.271179,80.580508
DUDHWAKHARA,DKX,28.460259,75.166544
DALMERA,DLC,28.419183,73.656092
DULLAHAPUR,DLR,25.799833,83.42292
DUMRIBIHAR,DMBR,23.807099,85.763218
DAURAMMADHPURA,DMH,25.908587,86.782912
DHARAMPUR,DMPR,28.148141,78.264195
DHANARI,DN,28.328824,78.509885
DHAMNI,DNE,19.649216,77.178372
DHENKANAL,DNKL,20.676836,85.590552
DHANDHERA,DNRA,29.843399,77.902064
DANGARWA,DNW,23.382795,72.44839
DUNDLODMKDGRH,DOB,27.93874,75.237375
DHODRAMOHAR,DOH,22.281472,77.87506
DUNDARA,DOR,25.895905,72.796844
DOSAPADU,DPD,16.469073,80.939173
DIPLANA,DPLN,29.182759,74.880513
DADPUR,DPX,24.80711,86.364033
DHANERA,DQN,24.503785,72.032543
DEROL,DRL,22.630292,73.461946
DHURWASIN,DRSN,23.129231,81.845949
DEROWANP.H.,DRWN,22.488133,85.299561
DOSVADA,DSD,21.131902,73.517371
DESHALPAR,DSLP,23.20104,69.435779
DALSINGHSARAI,DSS,25.66496,85.841619
DARRITOLA,DTL,23.289623,82.395784
DABTARA,DUB,28.38838,78.945258
DUGANPUR,DUN,23.495425,87.317466
DUSI,DUSI,18.37041,83.858103
DEVGAM,DVGM,23.940566,71.592357
DHEKVAD,DWD,21.353579,74.162518
DIWANA,DWNA,29.31849,76.979524
DEWAS,DWX,22.977933,76.051158
DUHAI,DXH,28.730354,77.480153
DUMARIYA,DY,26.864046,77.233701
DASUYA,DZA,31.808363,75.657731
DADAR,DR,19.017879,72.843609
DALTONGANJ,DTO,24.033645,84.074552
DAUND,DD,18.464037,74.57891
DELHI,DLI,28.66096,77.227693
DELHI SHAHDARA,DSA,28.672989,77.292313
DHANBAD,DHN,23.791142,86.429646
DHARWAD,DWR,15.440655,75.004684
DHONE,DNC,15.396337,77.865449
DILDARNAGAR,DLN,25.419492,83.668495
DORNAKAL,DKJ,17.446051,80.152982
DWARKA,DWK,22.250842,68.980262
DUROJI,DAJ,15.226637,76.701023
DHANETA,DAN,28.512567,79.264772
DANWAR,DAR,28.126949,77.886055
DEVALGAONAUCHR,DAV,19.319833,76.611737
DABRA,DBA,25.881306,78.331073
DABLA,DBLA,27.888659,75.946313
DABHAURA,DBR,25.11808,81.303202
DIGBOI,DBY,27.383791,95.617154
DUMDUM CANT.,DDC,22.637043,88.412086
,,,
DEHU ROAD,DEHR,18.680581,73.734237
DIYODAR,DEOR,24.112378,71.769572
DURGADAGATE,DGDG,17.212571,82.349253
DHULIANGANGA,DGLE,24.672239,87.93844
DAGORI,DGS,21.905755,82.069123
DHULE,DHI,20.887826,74.768201
DHOLAMAZRA,DHMZ,30.115162,76.853605
DAPPAR,DHPR,30.517502,76.807517
DHAVALAS,DHS,18.129434,75.334357
DOMBIVILI,DI,19.218335,73.087011
DUGGIRALA,DIG,16.327764,80.623815
DIVINENAGAR,DINR,10.285803,76.336838
DISA,DISA,24.237258,72.179381
DARJEELING,DJ,27.037889,88.263049
DONAKONDA,DKD,15.834381,79.483959
DAKANIYATALAV,DKNT,25.146037,75.865919
DHULKOT,DKT,30.395955,76.787819
DELHI KISHANGANJ,DKZ,28.664338,77.200718
DALAUDA,DLD,23.949069,75.105913
DALPATPUR,DLP,28.820754,78.877399
DILWA,DLW,24.537715,85.420101
DHEMAJI,DMC,27.489057,94.542309
DILMILI,DMK,19.012688,81.828652
DHARMANAGAR,DMR,24.370126,92.170014
DEGANA JUNCTION,DNA,26.897109,74.316595
DANEA,DNEA,23.800046,85.658697
DHANOLI,DNL,21.321705,80.42715
DHODHAR,DOD,23.770461,75.10337
DAURAI,DOZ,26.396166,74.61966
DABPAL,DPF,18.928311,81.489205
DHIRPUR,DPP,30.06652,76.844244
DEVPURA,DPZ,26.031786,76.25388
DEBARI,DRB,24.61991,73.805173
DAURALA,DRLA,29.114537,77.70651
DASHARATHPUR,DRTP,25.265134,86.464827
DALLIRAJHARA,DRZ,20.587841,81.068394
DELHI SAFDARJANG,DSJ,28.58235,77.186213
DARASURAM,DSM,10.944557,79.356423
DHATRIGRAM,DTAE,23.278164,88.311933
DHAMTARI,DTR,20.715098,81.550848
DUBAHA,DUBH,25.948576,85.616833
DESUR,DUR,15.754976,74.498258
DUMDUMA TOWN,DUT,27.573747,95.556094
DORAVARTCHTRAM,DVR,13.781022,79.969331
DEWANGANJ,DWG,23.429406,77.592706
DOIWALA,DWO,30.175897,78.122229
DANTEWARA,DWZ,18.908144,81.35488
DHANAKHERLI,DXK,26.949306,77.534425
DARYABAD,DYD,26.861979,81.550489
DAHINAZAINABAD,DZB,28.290773,76.391702
DAHANU ROAD,DRD,19.991841,72.743514
DAMOH,DMO,23.836575,79.43223
DAVANGERE,DVG,14.467872,75.919649
DEORIASADAR,DEOS,26.508119,83.782478
DHARMABAD,DAB,18.888787,77.848702
DHASA,DAS,21.782712,71.518008
DHRANGADHRA,DHG,22.987146,71.478719
DIMAPUR,DMV,25.905899,93.728117
DUNGARPUR,DNRP,23.867457,73.695639
DATIA,DAA,25.641115,78.456185
DAKHINESWAR,DAKE,22.653693,88.364225
DAGHORA,DAO,21.891101,83.390463
DARA,DARA,24.832428,76.005713
DHANUVACHAPURAM,DAVM,8.378922,77.124922
DHUBRI,DBB,26.022923,89.977673
DABLIRATHAN,DBI,29.544825,74.194949
DABOLIM,DBM,15.388395,73.85032
DODBALLAPUR,DBU,13.279406,77.55083
DHANDHUKA,DCK,22.384487,71.976397
DUNDI,DDCE,23.557403,80.21628
DHANDARIKALAN,DDL,30.874263,75.909669
DUDHSAGAR,DDS,15.318069,74.306282
DEBAGRAM,DEB,23.688984,88.307807
DENDULURU,DEL,16.781767,81.180714
DEPALSAR,DEP,28.236423,74.919904
DEWALGAON,DEW,20.911219,80.087346
DIGHA FLAG STATION,DGHA,21.62408,87.508482
DONGARGAON,DGN,21.621422,76.370064
DHULGHAT,DGT,21.296039,76.749973
DHINOJ,DHJ,23.670778,72.281665
DHINDA,DHND,26.892138,75.370336
DHARNAODA,DHR,15.348093,75.160665
DHUBULIA,DHU,23.485767,88.44041
DIDWANA,DIA,27.406547,74.557889
DHARUADIHI,DIH,21.994782,84.223401
DULIAJAN,DJG,27.367223,95.306592
DAKOR,DK,22.746833,73.158219
DANKAUR,DKDE,28.413,77.644128
DEVAKOTTAI ROAD,DKO,10.038017,78.762214
DHANAKWADA,DKW,24.146705,71.826116
DALADI,DL,22.585938,71.072632
DHALGAON,DLGN,17.120615,74.988368
DAMNAGAR,DME,21.688389,71.509537
DUMURDAHA,DMLE,23.039917,88.432439
DIGUVAMETTA,DMT,15.395026,78.826142
DANDUPUR,DND,25.802296,82.041298
DHINDHORAHKMKD,DNHK,26.896966,74.315888
DHANMANDAL,DNM,20.687017,86.111711
